,stn_name,stn_id,stn_lon,stn_lat,stn_ele,stn_obs_hgt,stn_mnet_id,stn_tmzn,stn_datetime_start,stn_datetime_end,stn_state,stn_county,stn_cwa,stn_notes
588,Loma Alta Fire Road,PG493,-122.61739,38.03098,1290.0,10.0,229,America/Los_Angeles,2019-08-26 03:24:00,2019-10-09 19:20:00,CA,Marin,MTR, 
134,Loma Prieta Flat,PG057,-121.92852,37.12293,1705.0,10.0,229,America/Los_Angeles,2018-06-15 17:24:00,2019-10-09 19:20:00,CA,Santa Cruz,MTR, 
91,Loma Prieta Road,PG004,-121.85796,37.09883,2964.0,10.0,229,America/Los_Angeles,2018-05-11 22:07:00,2019-10-09 19:20:00,CA,Santa Cruz,MTR, 
576,Loma Rica Road,PG561,-121.36316,39.33073,784.0,10.0,229,America/Los_Angeles,2019-08-18 03:14:00,2019-10-09 19:20:00,CA,Yuba,STO, 
389,Long Road,PG322,-121.96856,40.40544,1205.0,10.0,229,America/Los_Angeles,2019-05-11 20:34:00,2019-10-09 19:20:00,CA,Tehama,STO, 
96,Los Vaqueros,PG010,-121.733,37.77462,811.0,10.0,229,America/Los_Angeles,2018-06-06 14:14:00,2019-10-09 19:20:00,CA,Contra Costa,MTR, 
533,Louise Lane,PG475,-121.51693,39.62121,1701.0,10.0,229,America/Los_Angeles,2019-07-31 03:14:00,2019-10-09 19:20:00,CA,Butte,STO, 
266,Lower Atlas Peak Road,PG185,-122.2487,38.41958,1453.0,10.0,229,America/Los_Angeles,2018-12-22 18:14:00,2019-10-09 19:00:00,CA,Napa,MTR, 
323,Lower Mad River,PG279,-123.44889,40.38807,2586.0,10.0,229,America/Los_Angeles,2019-04-15 20:24:00,2019-10-09 19:20:00,CA,Trinity,EKA, 
543,Lower Mad River Overlook,PG580,-123.33013,40.26097,3085.0,10.0,229,America/Los_Angeles,2019-08-06 00:14:00,2019-10-09 18:30:00,CA,Trinity,EKA, 
541,Lower Skyway Road,PG470,-121.70674,39.71659,801.0,10.0,229,America/Los_Angeles,2019-08-05 21:14:00,2019-10-09 19:20:00,CA,Butte,STO, 
280,Lower Tollhouse Road,PG227,-119.391,37.0179,2151.0,10.0,229,America/Los_Angeles,2019-03-15 20:34:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
157,Lucas Valley,PG020,-122.64542,38.04367,795.0,10.0,229,America/Los_Angeles,2018-08-03 13:54:00,2019-10-09 19:20:00,CA,,, 
380,Lumpkin Road,PG317,-121.31483,39.5701,2157.0,10.0,229,America/Los_Angeles,2019-05-08 08:04:00,2019-10-09 19:20:00,CA,Butte,STO, 
81,Lundy,UNDC1,-119.169361,38.038389,7032.0,6.1,2,America/Los_Angeles,2017-12-04 21:26:00,2019-10-09 19:23:00,CA,Mono,REV, 
259,Macarthur Flat,PG144,-121.2882,41.0002,3330.0,10.0,229,America/Los_Angeles,2018-12-19 18:14:00,2019-10-09 19:20:00,CA,Lassen,REV, 
577,Mace Road,PG566,-120.65437,38.75451,3251.0,10.0,229,America/Los_Angeles,2019-08-18 03:14:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
507,Manton Ridge,PG473,-121.77699,40.45194,3334.0,10.0,229,America/Los_Angeles,2019-07-18 00:44:00,2019-10-09 19:20:00,CA,Shasta,STO, 
422,Manzanita Road,PG368,-122.28275,39.0211,724.0,10.0,229,America/Los_Angeles,2019-05-23 21:14:00,2019-10-09 19:20:00,CA,Colusa,STO, 
102,Marciel Road,PG017,-121.81689,37.77684,827.0,10.0,229,America/Los_Angeles,2018-06-06 14:14:00,2019-10-09 19:20:00,CA,Contra Costa,MTR, 
479,Mariposa,PG457,-120.00978,37.50539,2406.0,10.0,229,America/Los_Angeles,2019-06-22 03:14:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
112,Marsh Creek Road,PG071,-121.8592,37.89634,624.0,10.0,229,America/Los_Angeles,2018-06-09 18:14:00,2019-10-09 19:20:00,CA,Contra Costa,MTR, 
614,Marshall Petaluma Road,PG501,-122.87622,38.16361,375.0,10.0,229,America/Los_Angeles,2019-09-01 06:14:00,2019-10-09 19:20:00,CA,Marin,MTR, 
267,Martin Road,PG192,-122.14156,37.04765,1527.0,10.0,229,America/Los_Angeles,2018-12-22 18:14:00,2019-09-30 18:50:00,CA,Santa Cruz,MTR, 
256,Martinez,PG188,-122.15826,37.97116,659.0,10.0,229,America/Los_Angeles,2018-12-10 21:24:00,2019-10-09 19:20:00,CA,Contra Costa,MTR, 
397,Maryland Road,PG351,-121.02622,39.22337,2631.0,10.0,229,America/Los_Angeles,2019-05-17 22:04:00,2019-10-09 19:20:00,CA,Nevada,STO, 
612,Mathison Peak,PG492,-123.69243,39.27195,1022.0,10.0,229,America/Los_Angeles,2019-08-31 00:14:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
441,Mcarthur Road,PG384,-121.57371,41.1172,3331.0,10.0,229,America/Los_Angeles,2019-05-29 00:14:00,2019-10-09 19:20:00,CA,Shasta,STO, 
343,Mcauliffe Road,PG291,-122.61035,40.3841,893.0,10.0,229,America/Los_Angeles,2019-04-30 22:44:00,2019-10-09 19:20:00,CA,Shasta,STO, 
57,Mcmwtc Bridgeport,KBAN,-119.5188,38.3557,6748.0,10.0,1,America/Los_Angeles,2012-08-09 00:00:00,2019-10-09 18:52:00,CA,Mono,REV, 
72,Mdf07 Portable,TT340,-121.392817,41.60515,4480.0,6.1,2,America/Los_Angeles,2015-09-30 12:18:00,2018-12-28 22:15:00,CA,Modoc,MFR, 
66,Mdf08 Portable,TT249,-120.7895,41.9534,5364.0,6.1,2,America/Los_Angeles,2014-01-15 00:00:00,2019-10-09 18:35:00,CA,Modoc,MFR, 
83,Mdf09 Portable,TT446,-121.229833,41.7675,4800.0,6.1,2,America/Los_Angeles,2017-10-13 16:41:00,2019-10-09 18:37:00,CA,Modoc,MFR, 
82,Mdf10 Portable,TT445,-120.56155,41.865567,5260.0,6.1,2,America/Los_Angeles,2017-10-16 12:41:00,2019-10-09 18:37:00,CA,Modoc,MFR, 
121,Meadow Brook,PG022,-120.8333,38.859,2281.0,10.0,229,America/Los_Angeles,2018-06-13 18:14:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
229,Melones,PG157,-120.4548,37.9975,1590.0,10.0,229,America/Los_Angeles,2018-10-25 20:34:00,2019-10-09 19:20:00,CA,Tuolumne,STO, 
493,Melton Road,PG451,-121.93191,40.77621,2668.0,10.0,229,America/Los_Angeles,2019-07-03 21:14:00,2019-10-09 19:20:00,CA,Shasta,STO, 
572,Mendenhall Del Valle,PG531,-121.6882,37.5935,1130.0,10.0,229,America/Los_Angeles,2019-08-17 00:14:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
595,Mendocino Pass,PG596,-123.0883,39.83261,2161.0,10.0,229,America/Los_Angeles,2019-08-26 03:24:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
318,Middle Creek Road,PG302,-122.44205,40.59521,1000.0,10.0,229,America/Los_Angeles,2019-04-15 17:54:00,2019-10-09 19:20:00,CA,Shasta,STO, 
282,Middle Tollhouse,PG224,-119.38145,37.04326,3830.0,10.0,229,America/Los_Angeles,2019-03-16 18:14:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
163,Middletown Nw,PG079,-122.64091,38.75796,1164.0,10.0,229,America/Los_Angeles,2018-08-16 00:34:00,2019-10-09 19:20:00,CA,Lake,STO, 
569,Mill Creek Vineyard,PG549,-122.99545,38.61309,1543.0,10.0,229,America/Los_Angeles,2019-08-20 17:54:00,2019-10-09 19:20:00,CA,Sonoma,MTR, 
302,Miller Ranch,TT580,-119.001111,38.148333,837.0,6.1,2,America/Los_Angeles,2019-10-09 12:59:33.954997,2019-10-09 12:59:33.954999,CA,Mono,REV, 
443,Millerton Road,PG405,-119.58662,36.96939,601.0,10.0,229,America/Los_Angeles,2019-05-29 15:14:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
442,Mills Ave,PG393,-120.65243,38.196,1301.0,10.0,229,America/Los_Angeles,2019-10-02 22:04:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
458,Millwood Drive,PG403,-119.12609,36.56788,1313.0,10.0,229,America/Los_Angeles,2019-06-05 21:14:00,2019-10-09 19:20:00,CA,Tulare,HNX, 
161,Mines Road,PG101,-121.64324,37.59825,1619.0,10.0,229,America/Los_Angeles,2018-08-16 00:34:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
151,Mines Road South,PG102,-121.5617,37.53586,2240.0,10.0,229,America/Los_Angeles,2018-07-28 18:14:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
385,Mission Olive Road,PG312,-121.44999,39.44661,816.0,10.0,229,America/Los_Angeles,2019-05-10 06:14:00,2019-10-09 19:20:00,CA,Butte,STO, 
560,Mohrhardt Ridge Tower,PG560,-123.15934,38.57758,2230.0,10.0,229,America/Los_Angeles,2019-09-03 16:04:00,2019-09-12 08:30:00,CA,Sonoma,MTR, 
562,Mono Way,PG511,-120.0129,38.18482,5732.0,10.0,229,America/Los_Angeles,2019-08-12 00:14:00,2019-10-09 19:20:00,CA,Tuolumne,STO, 
449,Monroe Canyon Road,PG396,-121.23926,36.24301,742.0,10.0,229,America/Los_Angeles,2019-05-31 18:14:00,2019-10-09 19:20:00,CA,Monterey,MTR, 
139,Montevina Road,PG050,-122.0233,37.2135,2300.0,10.0,229,America/Los_Angeles,2018-06-16 06:14:00,2019-10-09 19:20:00,CA,Santa Clara,MTR, 
301,Monument Road,PG287,-124.131,40.46859,1240.0,10.0,229,America/Los_Angeles,2019-04-09 13:24:00,2019-10-09 19:20:00,CA,Humboldt,EKA, 
589,Morelli Vista Alt,PG562,-122.6061,38.31945,1095.0,10.0,229,America/Los_Angeles,2019-08-26 03:24:00,2019-10-09 19:20:00,CA,Sonoma,MTR, 
275,Morgan Territory,PG066,-121.77914,37.81831,2500.0,10.0,229,America/Los_Angeles,2019-02-02 18:14:00,2019-10-09 19:20:00,CA,Contra Costa,MTR, 
559,Morissey Road Towers,PG575,-120.0519,37.5325,3294.0,10.0,229,America/Los_Angeles,2019-08-12 20:44:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
409,Morning Dove Lane,PG381,-121.32605,39.30005,1658.0,10.0,229,America/Los_Angeles,2019-05-20 18:04:00,2019-10-09 19:20:00,CA,Yuba,STO, 
140,Morning Side,PG058,-120.31285,38.01747,2741.0,10.0,229,America/Los_Angeles,2018-06-16 06:14:00,2019-10-09 19:20:00,CA,Tuolumne,STO, 
255,Morning Star Lane,PG189,-119.92202,37.49633,2797.0,10.0,229,America/Los_Angeles,2018-12-07 17:54:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
424,Moss Landing Road,PG385,-121.67795,36.92179,105.0,10.0,229,America/Los_Angeles,2019-05-23 21:14:00,2019-10-09 19:20:00,CA,Santa Cruz,MTR, 
523,Mountain Ranch Road,PG517,-120.55454,38.21639,2283.0,10.0,229,America/Los_Angeles,2019-07-24 03:14:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
616,Mountain View Road,PG602,-123.67764,38.95274,299.0,10.0,229,America/Los_Angeles,2019-09-03 16:14:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
417,Mt Madonna Road,PG399,-121.71973,37.01586,1756.0,10.0,229,America/Los_Angeles,2019-05-22 14:54:00,2019-10-09 19:20:00,CA,Santa Clara,MTR, 
211,Mt St Helena East,PG126,-122.6274,38.66856,4220.0,10.0,229,America/Los_Angeles,2018-10-02 13:54:00,2019-10-09 19:10:00,CA,Lake,MTR, 
209,Mt St Helena West,PG132,-122.63299,38.66922,4340.0,10.0,229,America/Los_Angeles,2018-10-01 20:14:00,2019-10-09 19:10:00,CA,Sonoma,MTR, 
130,Mt Veeder South,PG021,-122.38833,38.33743,694.0,10.0,229,America/Los_Angeles,2018-06-15 17:24:00,2019-10-09 19:20:00,CA,Napa,MTR, 
571,Mt. Hamilton Road,PG535,-121.70049,37.32365,1404.0,10.0,229,America/Los_Angeles,2019-08-16 18:14:00,2019-09-21 20:30:00,CA,Santa Clara,MTR, 
307,Mt. Hood,PG162,-122.53875,38.48744,1939.0,10.0,229,America/Los_Angeles,2019-04-12 15:44:00,2019-10-09 19:20:00,CA,Napa,MTR, 
300,Mt. Pierce Lookout,PG283,-124.12516,40.42104,2900.0,10.0,229,America/Los_Angeles,2019-04-09 13:24:00,2019-10-09 18:30:00,CA,Humboldt,EKA, 
304,Mt. Zion Lookout,PG263,-120.65207,38.3902,2960.0,10.0,229,America/Los_Angeles,2019-04-10 18:14:00,2019-10-09 19:20:00,CA,Amador,STO, 
85,Mtn Home,MNMC1,-118.66545,36.224017,7030.0,6.1,2,America/Los_Angeles,2018-06-28 21:26:00,2019-10-09 19:20:00,CA,Tulare,HNX, 
172,Mulberry Lane,PG106,-120.90207,38.7137,1185.0,10.0,229,America/Los_Angeles,2018-08-16 00:34:00,2019-10-09 19:10:00,CA,El Dorado,STO, 
599,Muniz Ranch Road,PG556,-123.1402,38.50544,1766.0,10.0,229,America/Los_Angeles,2019-08-26 03:24:00,2019-10-09 19:20:00,CA,Sonoma,MTR, 
306,Murphy Grade Road,PG266,-120.53339,38.09328,1641.0,10.0,229,America/Los_Angeles,2019-04-11 18:14:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
234,Murray Field,KEKA,-124.11299,40.80339,7.0,10.0,1,America/Los_Angeles,2019-10-09 12:59:33.949331,2019-10-09 12:59:33.949334,CA,Humboldt,EKA, 
159,Mustang Court,PG051,-122.37936,38.70112,630.0,10.0,229,America/Los_Angeles,2018-08-03 20:24:00,2019-10-09 19:20:00,CA,Napa,MTR, 
339,Narcissus Road,PG306,-120.66324,38.37989,2126.0,10.0,229,America/Los_Angeles,2019-04-25 18:14:00,2019-10-09 19:20:00,CA,Amador,STO, 
594,Nelligan Road,PG564,-122.52252,38.38857,371.0,10.0,229,America/Los_Angeles,2019-08-26 03:24:00,2019-10-09 19:20:00,CA,Sonoma,MTR, 
122,Nevada City,PG030,-121.02637,39.27808,3050.0,10.0,229,America/Los_Angeles,2018-06-13 18:14:00,2019-10-09 19:20:00,CA,Nevada,STO, 
52,Nevada County Air Park,KGOO,-121.003083,39.224028,3154.0,10.0,1,America/Los_Angeles,2012-01-20 00:00:00,2019-10-09 19:15:00,CA,Nevada,STO, 
427,New Idria Road,PG270,-120.8734,36.51527,1847.0,10.0,229,America/Los_Angeles,2019-05-24 21:14:00,2019-10-09 19:20:00,CA,San Benito,MTR, 
215,Nicasio Hills,PG133,-122.68973,38.09277,937.0,10.0,229,America/Los_Angeles,2018-10-11 01:14:00,2019-10-09 19:20:00,CA,Marin,MTR, 
195,Noble Ranch,PG110,-122.56372,38.84402,1832.0,10.0,229,America/Los_Angeles,2018-09-14 16:44:00,2019-10-09 19:10:00,CA,Lake,STO, 
552,North Lake Berryessa,PG577,-122.26664,38.67932,501.0,10.0,229,America/Los_Angeles,2019-08-09 00:14:00,2019-10-09 19:20:00,CA,Napa,MTR, 
554,North Powerhouse Road,PG586,-119.50245,37.1088,2220.0,10.0,229,America/Los_Angeles,2019-08-13 15:34:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
5,Novato / Gnoss Field,KDVO,-122.55463,38.14178,3.0,10.0,1,America/Los_Angeles,2008-02-15 00:00:00,2019-10-09 19:15:00,CA,Marin,MTR, 
289,Novato Boulevard,PG247,-122.69925,38.14068,419.0,10.0,229,America/Los_Angeles,2019-04-04 00:24:00,2019-10-09 19:20:00,CA,Marin,MTR, 
76,Novato Fire - Robinhood,NVHC1,-122.549806,38.1125,482.0,6.1,2,America/Los_Angeles,2016-01-21 20:14:00,2019-10-09 18:31:00,CA,Marin,MTR, 
40,Nraws 13,NCRC1,-119.575,38.69625,7451.0,6.1,2,America/Los_Angeles,2011-04-27 00:00:00,2019-10-09 19:22:00,CA,Mono,REV, 
561,Oak Grove Road,PG571,-119.87048,37.36438,1736.0,10.0,229,America/Los_Angeles,2019-08-12 00:14:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
199,Oak Knoll Road,PG109,-123.23402,39.11784,2435.0,10.0,229,America/Los_Angeles,2018-09-21 17:14:00,2019-10-09 19:10:00,CA,Mendocino,EKA, 
80,Oak Ridge,OAAC1,-123.308389,38.738056,1890.0,6.1,2,America/Los_Angeles,2016-09-01 23:36:00,2019-10-09 18:33:00,CA,Sonoma,MTR, 
194,Oak Street,PG114,-122.70004,38.82078,3180.0,10.0,229,America/Los_Angeles,2018-09-13 21:34:00,2019-10-09 19:10:00,CA,Lake,STO, 
281,Oak Tree Lane,PG217,-119.397,37.0087,1922.0,10.0,229,America/Los_Angeles,2019-03-16 18:14:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
412,Oak Tree Road,PG363,-121.0839,39.36263,2271.0,10.0,229,America/Los_Angeles,2019-05-19 00:14:00,2019-10-09 19:20:00,CA,Nevada,STO, 
147,Oakridge Road,PG016,-121.83395,37.50784,900.0,10.0,229,America/Los_Angeles,2018-07-28 18:14:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
411,Oakstream Road,PG373,-120.77105,38.54447,1748.0,10.0,229,America/Los_Angeles,2019-05-18 21:24:00,2019-10-09 19:20:00,CA,Amador,STO, 
615,Oasis,PG595,-122.95913,38.99186,1965.0,10.0,229,America/Los_Angeles,2019-09-02 15:54:00,2019-10-09 19:20:00,CA,Lake,STO, 
178,Old Giannini Ranch Road,PG092,-120.61336,38.43429,2450.0,10.0,229,America/Los_Angeles,2018-08-22 20:34:00,2019-10-09 19:20:00,CA,Amador,STO, 
245,Old Highway 53,PG128,-122.62213,38.97756,1415.0,10.0,229,America/Los_Angeles,2018-11-16 15:24:00,2019-10-09 19:10:00,CA,Lake,STO, 
502,Old Highway Road,PG441,-120.07211,37.40856,1315.0,10.0,229,America/Los_Angeles,2019-07-09 18:14:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
480,Old Railroad,PG462,-119.35005,37.0814,4969.0,10.0,229,America/Los_Angeles,2019-06-22 03:14:00,2019-10-09 19:20:00,CA,Fresno,HNX, 
108,Old Rancheria Road,PG035,-122.67475,38.07679,276.0,10.0,229,America/Los_Angeles,2018-06-08 15:44:00,2019-10-09 19:20:00,CA,Marin,MTR, 
439,Old Stockton Road,PG401,-120.96183,38.34382,276.0,10.0,229,America/Los_Angeles,2019-05-28 21:14:00,2019-10-09 19:20:00,CA,Amador,STO, 
408,Olive Orchard Road,PG375,-120.88122,38.14355,530.0,10.0,229,America/Los_Angeles,2019-05-18 15:14:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
468,Oneals,PG425,-119.73317,37.13972,1336.0,10.0,229,America/Los_Angeles,2019-06-14 03:14:00,2019-10-09 19:20:00,CA,Madera,HNX, 
415,Ormsey Cutoff Trail,PG370,-121.81832,37.06525,2513.0,10.0,229,America/Los_Angeles,2019-05-22 00:14:00,2019-10-09 19:20:00,CA,Santa Cruz,MTR, 
206,Orr Springs Road,PG122,-123.31275,39.21395,2455.0,10.0,229,America/Los_Angeles,2018-10-01 20:14:00,2019-10-09 19:10:00,CA,Mendocino,EKA, 
240,Osborn Road,PG172,-122.45215,39.93129,650.0,10.0,229,America/Los_Angeles,2018-11-08 18:14:00,2019-10-09 19:20:00,CA,Tehama,STO, 
58,Ovd #1,OVDC1,-119.051,37.815917,7664.0,6.1,2,America/Los_Angeles,2012-11-02 00:00:00,2019-10-09 19:23:00,CA,Mono,REV, 
308,Pacheco Pass 1,PG259,-121.2167,37.06909,1406.0,10.0,229,America/Los_Angeles,2019-04-12 15:44:00,2019-10-09 19:20:00,CA,Santa Clara,MTR, 
90,Page Mill Road,PG003,-122.18035,37.32591,2230.0,10.0,229,America/Los_Angeles,2018-05-11 22:07:00,2019-10-09 19:20:00,CA,Santa Clara,MTR, 
406,Paine Road,PG378,-120.87692,38.38035,820.0,10.0,229,America/Los_Angeles,2019-05-17 21:14:00,2019-10-09 19:20:00,CA,Amador,STO, 
538,Palo Duro,PG516,-122.2638,40.62199,664.0,10.0,229,America/Los_Angeles,2019-08-04 00:14:00,2019-10-09 19:20:00,CA,Shasta,STO, 
608,Palo Escrito Peak,PG411,-121.49261,36.40684,4406.0,10.0,229,America/Los_Angeles,2019-08-30 09:04:00,2019-10-09 19:20:00,CA,Monterey,MTR, 
431,Paloma Road,PG371,-120.76014,38.25828,1399.0,10.0,229,America/Los_Angeles,2019-05-25 03:14:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
99,Palomares Road,PG013,-122.02043,37.68931,373.0,10.0,229,America/Los_Angeles,2018-06-06 14:14:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
447,Panoche Road (Call Mountain),PG391,-121.06814,36.61609,3882.0,10.0,229,America/Los_Angeles,2019-05-31 00:14:00,2019-10-09 19:20:00,CA,San Benito,MTR, 
26,Panther Springs,PSWC1,-121.775733,40.242119,3344.0,6.1,2,America/Los_Angeles,2012-08-15 00:00:00,2019-10-09 19:21:00,CA,Tehama,STO, 
407,Paradise Highway 191,PG347,-121.61288,39.7354,1459.0,10.0,229,America/Los_Angeles,2019-05-18 15:14:00,2019-10-09 19:20:00,CA,Butte,STO, 
405,Paradise Humboldt Road,PG339,-121.73659,39.75626,955.0,10.0,229,America/Los_Angeles,2019-05-17 21:14:00,2019-10-09 19:20:00,CA,Butte,STO, 
364,Parrot Ranch,PG319,-121.60437,36.38715,1724.0,10.0,229,America/Los_Angeles,2019-10-09 12:59:33.959694,2019-10-09 12:59:33.959695,CA,Monterey,MTR, 
491,Patterson Pass,PG007,-121.62988,37.68682,1604.0,10.0,229,America/Los_Angeles,2019-07-03 21:14:00,2019-10-09 19:20:00,CA,Alameda,MTR, 
418,Pax Place Court,PG376,-121.85181,37.03995,1526.0,10.0,229,America/Los_Angeles,2019-05-22 21:14:00,2019-10-09 19:20:00,CA,Santa Cruz,MTR, 
607,Paynes Creek Wagon Road,PG592,-122.14887,40.24792,615.0,10.0,229,America/Los_Angeles,2019-08-30 00:14:00,2019-10-09 19:20:00,CA,Tehama,STO, 
232,Penon Blanco,PG186,-120.2623,37.73213,2775.0,10.0,229,America/Los_Angeles,2018-10-25 20:34:00,2019-10-09 19:20:00,CA,Mariposa,HNX, 
401,Perimeter Road,PG367,-121.19404,39.06549,1207.0,10.0,229,America/Los_Angeles,2019-05-15 03:14:00,2019-10-09 19:20:00,CA,Nevada,STO, 
44,Petaluma Municipal Airport,KO69,-122.6053,38.2578,89.0,10.0,1,America/Los_Angeles,2011-10-20 00:00:00,2019-10-09 19:15:00,CA,Sonoma,MTR, 
420,Pfeiffer Ridge Road,PG362,-121.7874,36.2458,905.0,10.0,229,America/Los_Angeles,2019-05-23 15:14:00,2019-10-09 19:20:00,CA,Monterey,MTR, 
597,Pickett Road,PG607,-122.55471,38.58775,386.0,10.0,229,America/Los_Angeles,2019-08-26 15:04:00,2019-10-09 19:20:00,CA,Napa,MTR, 
220,Pieta,PG153,-123.05385,38.93758,1000.0,10.0,229,America/Los_Angeles,2018-10-19 23:14:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
522,Pine Flat Road,PG305,-122.76279,38.76391,3308.0,10.0,229,America/Los_Angeles,2019-07-24 00:14:00,2019-10-09 19:20:00,CA,Sonoma,MTR, 
517,Pine Grove Ave,PG491,-122.38836,40.66408,737.0,10.0,229,America/Los_Angeles,2019-07-18 03:14:00,2019-10-09 19:20:00,CA,Shasta,STO, 
175,Pine Mountain,PG040,-122.9121,38.85708,3400.0,10.0,229,America/Los_Angeles,2018-08-20 19:34:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
27,Pinecrest 2,PNWC1,-120.010586,38.186161,5706.0,6.1,2,America/Los_Angeles,2011-06-20 00:00:00,2019-10-09 18:57:00,CA,Tuolumne,STO, 
426,Pinnacles National Park,PG386,-121.13908,36.50118,1125.0,10.0,229,America/Los_Angeles,2019-05-24 06:14:00,2019-10-09 19:20:00,CA,San Benito,MTR, 
271,Placer Road,PG139,-122.46228,40.54628,855.0,10.0,229,America/Los_Angeles,2018-12-28 20:24:00,2019-10-09 19:20:00,CA,Shasta,STO, 
19,Placerville Airport,KPVF,-120.7533,38.7242,2585.0,10.0,1,America/Los_Angeles,2010-03-04 00:00:00,2019-09-24 15:35:00,CA,El Dorado,STO, 
148,Placerville East,PG068,-120.767,38.74368,2370.0,10.0,229,America/Los_Angeles,2018-07-28 18:14:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
162,Pleasant Valley Road,PG077,-120.68679,38.69231,2716.0,10.0,229,America/Los_Angeles,2018-08-16 00:34:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
374,Plum Creek Road,PG321,-121.89949,40.3157,2023.0,10.0,229,America/Los_Angeles,2019-05-07 18:14:00,2019-10-09 19:20:00,CA,Tehama,STO, 
200,Plymouth Farms,PG117,-120.8261,38.49691,1245.0,10.0,229,America/Los_Angeles,2018-09-21 18:14:00,2019-10-09 19:10:00,CA,Amador,STO, 
34,Point Arena,KPAA,-122.73,38.95,59.0,10.0,1,America/Los_Angeles,2019-10-09 12:59:33.748327,2019-10-09 12:59:33.748328,CA,Lake,STO, 
30,Point Reyes Vor,KPYE,-121.13,38.08,1467.0,10.0,1,America/Los_Angeles,2019-10-09 12:59:33.748166,2019-10-09 12:59:33.748168,CA,San Joaquin,STO, 
188,Pointe Court,PG094,-120.5329,38.4608,3540.0,10.0,229,America/Los_Angeles,2018-08-31 13:24:00,2019-10-09 19:20:00,CA,Amador,STO, 
135,Pokie Drive,PG067,-120.25569,38.0077,3451.0,10.0,229,America/Los_Angeles,2018-06-15 17:24:00,2019-10-09 19:20:00,CA,Tuolumne,STO, 
260,Pollock Pines East,PG151,-120.55673,38.75362,4230.0,10.0,229,America/Los_Angeles,2018-12-20 18:14:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
171,Pollock Pines South,PG105,-120.61233,38.75297,3756.0,10.0,229,America/Los_Angeles,2018-08-16 00:34:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
160,Ponderosa,PG076,-120.94094,38.69346,1400.0,10.0,229,America/Los_Angeles,2018-08-08 22:34:00,2019-10-09 19:20:00,CA,El Dorado,STO, 
251,Ponderosa Sky,PG193,-121.79261,40.35717,3150.0,10.0,229,America/Los_Angeles,2018-12-05 18:14:00,2019-10-09 19:20:00,CA,Tehama,STO, 
228,Ponderosa Way,PG156,-120.4142,38.1235,2750.0,10.0,229,America/Los_Angeles,2018-10-25 20:34:00,2019-10-09 19:20:00,CA,Calaveras,STO, 
384,Poonkinney Road,PG353,-123.25417,39.75867,1414.0,10.0,229,America/Los_Angeles,2019-05-09 20:04:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
328,Pope Canyon Road,PG231,-122.37822,38.64218,615.0,10.0,229,America/Los_Angeles,2019-04-18 18:14:00,2019-10-09 19:20:00,CA,Napa,MTR, 
138,Potter Valley,PG036,-123.07218,39.20187,1705.0,10.0,229,America/Los_Angeles,2018-06-15 20:34:00,2019-10-09 19:20:00,CA,Mendocino,EKA, 
377,Power House Road,PG342,-121.8646,40.40505,2012.0,10.0,229,America/Los_Angeles,2019-05-07 18:14:00,2019-10-09 19:20:00,CA,Tehama,STO, 
564,Powerhouse 225,PG573,-119.49851,37.20604,2597.0,10.0,229,America/Los_Angeles,2019-08-12 03:14:00,2019-10-09 19:20:00,CA,Madera,HNX, 
311,Pratt Mountain,PG282,-123.69269,40.12037,3884.0,10.0,229,America/Los_Angeles,2019-04-12 15:44:00,2019-10-09 19:20:00,CA,Humboldt,EKA, 
273,Priest Valley Road,PG207,-120.67938,36.1834,2375.0,10.0,229,America/Los_Angeles,2019-01-01 18:14:00,2019-10-09 19:20:00,CA,Monterey,MTR, 
